
0.19386,0.31484,0.26497,0.11622,0.076863,0.033243
0.19229,0.31685,0.26252,0.12758,0.072957,0.027671
0.19275,0.31507,0.2857,0.13013,0.058764,0.017389
0.21157,0.29291,0.2622,0.13783,0.070916,0.024595
0.19719,0.30798,0.27934,0.13391,0.062828,0.018776
0.19639,0.31438,0.2756,0.13221,0.062222,0.019193
0.20087,0.30602,0.28141,0.13626,0.058316,0.017088
0.19749,0.31381,0.27389,0.13419,0.062105,0.018416
0.201,0.3076,0.27527,0.13572,0.062232,0.01799
0.19343,0.31706,0.27067,0.13827,0.063408,0.016942
0.19915,0.31113,0.27187,0.13566,0.063591,0.018356
0.1899,0.31931,0.27993,0.13211,0.060537,0.017979
0.19411,0.3117,0.27828,0.13432,0.062303,0.019024
0.20614,0.30506,0.27561,0.13338,0.061766,0.018242
0.20407,0.30862,0.27166,0.13523,0.061886,0.018649
0.1987,0.31276,0.27563,0.1325,0.058195,0.022216
0.21214,0.30136,0.26802,0.13853,0.062892,0.017005
0.19997,0.31006,0.27603,0.13347,0.062763,0.017557
0.18792,0.31728,0.28666,0.13057,0.059125,0.018221
0.20339,0.30709,0.27283,0.13558,0.062825,0.018061
0.20407,0.30276,0.27725,0.13397,0.063665,0.018025
0.18817,0.31335,0.2767,0.14874,0.06132,0.011448
0.20429,0.30521,0.27531,0.13824,0.061488,0.015411
0.19487,0.31383,0.28049,0.13371,0.060189,0.016856
0.2016,0.29304,0.27863,0.13954,0.066729,0.020328
0.19466,0.31682,0.27019,0.13422,0.062069,0.0219
0.20545,0.306,0.27195,0.13641,0.061909,0.018109
0.19162,0.31502,0.28324,0.133,0.059643,0.017273
0.1919,0.31387,0.28595,0.13552,0.057776,0.014769
0.19761,0.30739,0.28669,0.13214,0.056424,0.019541
0.20209,0.30577,0.27997,0.13685,0.05885,0.016229
0.20992,0.30112,0.27522,0.13454,0.061266,0.018432
0.19598,0.31297,0.27757,0.13829,0.058753,0.0169
0.19443,0.31097,0.2847,0.14314,0.055476,0.011729
0.2121,0.30025,0.27095,0.13662,0.062866,0.017664
0.19318,0.31458,0.2843,0.13225,0.059654,0.016259
0.19541,0.31226,0.28468,0.13356,0.057153,0.017062
0.20278,0.30882,0.27273,0.13476,0.06241,0.01854
0.19172,0.30343,0.29623,0.13998,0.054564,0.014149
0.20102,0.30799,0.27873,0.13573,0.059368,0.017509
0.19235,0.3125,0.27532,0.14349,0.064536,0.012217
0.20011,0.30906,0.27841,0.13567,0.059802,0.017384
0.21056,0.30514,0.26267,0.13863,0.064511,0.018925
0.22116,0.29656,0.25603,0.14371,0.064604,0.018368
0.22631,0.29579,0.25175,0.14036,0.065374,0.020584
0.21007,0.30303,0.26588,0.14136,0.063583,0.016242
0.19599,0.31405,0.26553,0.13106,0.067094,0.026423
0.19578,0.3182,0.28208,0.12944,0.05767,0.01699
0.20577,0.30711,0.26928,0.1357,0.063167,0.019118
0.21455,0.30098,0.26464,0.13805,0.063665,0.018257
0.19309,0.31338,0.26481,0.13039,0.072628,0.025827
0.19729,0.3168,0.26985,0.13164,0.062592,0.021928
0.19461,0.31228,0.28146,0.13486,0.059313,0.017561
0.19248,0.31102,0.28564,0.13564,0.059313,0.015999
0.1965,0.30792,0.28553,0.13878,0.054921,0.016455
0.21597,0.30081,0.26035,0.13954,0.06535,0.018061
0.21211,0.30138,0.26643,0.14013,0.062823,0.017121
0.21058,0.30311,0.26778,0.13783,0.062303,0.018385
0.21679,0.29893,0.26119,0.14153,0.064012,0.017683
0.19609,0.30966,0.2828,0.13514,0.058865,0.01758
0.20099,0.30641,0.27942,0.13334,0.061813,0.018218
0.21108,0.30145,0.26912,0.13919,0.061735,0.017463
0.19083,0.31877,0.27694,0.1384,0.060372,0.014734
0.20214,0.30995,0.27313,0.13402,0.061374,0.019406
0.19766,0.30713,0.2929,0.13354,0.055178,0.01405
0.19709,0.31454,0.2629,0.13272,0.068827,0.024227
0.19927,0.31063,0.27531,0.13748,0.060351,0.017388
0.19721,0.32307,0.25012,0.14427,0.055328,0.030465
0.19871,0.30819,0.28144,0.13584,0.057762,0.018321
0.19823,0.30795,0.28074,0.13546,0.060016,0.017833
0.19713,0.31057,0.2788,0.13813,0.058863,0.016743
0.19948,0.30758,0.28129,0.138,0.056542,0.017308
0.23427,0.29585,0.22807,0.13609,0.077162,0.028744
0.19585,0.31546,0.27418,0.13397,0.062192,0.018534
0.20619,0.30647,0.26301,0.13733,0.065828,0.021304
0.19401,0.31618,0.27493,0.13782,0.061157,0.016013
0.19209,0.3137,0.28719,0.13253,0.057913,0.016695
0.19696,0.31899,0.27556,0.13017,0.060206,0.018216
0.18721,0.31919,0.28858,0.13252,0.056583,0.016041
0.18801,0.31347,0.27885,0.14706,0.061218,0.011473
0.21427,0.3021,0.26035,0.14129,0.064118,0.018129
0.20464,0.3078,0.2649,0.13848,0.065218,0.019183
0.19276,0.31608,0.28635,0.14158,0.053542,0.0098759
0.19621,0.3126,0.27713,0.13673,0.058322,0.01918
0.20555,0.30761,0.26838,0.13809,0.062109,0.018441
0.20502,0.3083,0.26495,0.1415,0.06333,0.017083
0.20272,0.31315,0.26007,0.13788,0.066477,0.019874
0.19353,0.31682,0.27397,0.1352,0.063016,0.017613
0.19238,0.31456,0.27185,0.14213,0.061272,0.018078
0.18798,0.31062,0.27994,0.15337,0.063674,0.0046419
0.19174,0.3188,0.27199,0.13719,0.062315,0.018012
0.20017,0.31165,0.27361,0.1355,0.05879,0.020766
0.19908,0.30881,0.28016,0.13611,0.057824,0.018498
0.20727,0.30638,0.27067,0.13451,0.062685,0.018847
0.2045,0.30356,0.27631,0.13453,0.062922,0.018654
0.19261,0.31854,0.27542,0.13327,0.061272,0.019226
0.19356,0.31671,0.27094,0.13751,0.063498,0.018158
0.19033,0.31576,0.27258,0.14192,0.067671,0.011894
0.19728,0.31481,0.272,0.13536,0.059858,0.021157
0.19778,0.31192,0.2787,0.1327,0.060191,0.019287
0.1938,0.31826,0.26708,0.13377,0.064359,0.023142
0.21285,0.30037,0.26925,0.13562,0.062458,0.01986
0.19224,0.31632,0.26705,0.13499,0.069993,0.019769
0.19958,0.30501,0.28059,0.13436,0.062607,0.018207
0.19226,0.3182,0.27089,0.13713,0.064347,0.017493
0.18966,0.31243,0.27865,0.14461,0.060599,0.014355
0.1938,0.31904,0.26164,0.12272,0.070526,0.032545
0.1933,0.31444,0.27882,0.13179,0.062084,0.019757
0.19058,0.31889,0.26504,0.12643,0.069594,0.029646
0.19968,0.29827,0.26761,0.13914,0.070063,0.025388
0.20981,0.3,0.26455,0.13728,0.067064,0.021588
0.20546,0.29499,0.27553,0.13813,0.065362,0.020595
0.19093,0.31823,0.27822,0.13383,0.060322,0.018515
0.19798,0.30268,0.29088,0.13744,0.054989,0.016168
0.1977,0.31095,0.2794,0.13617,0.057327,0.018732
0.19066,0.30826,0.2923,0.14302,0.05501,0.010845
0.20819,0.30537,0.26744,0.1381,0.063935,0.01715
0.20108,0.30949,0.27506,0.13494,0.060664,0.018844
0.20609,0.3046,0.27288,0.13871,0.060819,0.017206
0.20874,0.30503,0.26868,0.13689,0.061898,0.019082
0.20179,0.30914,0.27324,0.13569,0.062132,0.018458
0.19625,0.31568,0.27428,0.14096,0.057535,0.015746
0.20715,0.30288,0.27425,0.13592,0.062201,0.01809
0.2062,0.30814,0.26761,0.13561,0.063212,0.019722
0.19672,0.31178,0.278,0.13544,0.060957,0.017591
0.21148,0.30673,0.25977,0.13703,0.064746,0.020511
0.19615,0.31645,0.26539,0.13158,0.066005,0.024657
0.19066,0.3164,0.28444,0.13247,0.058857,0.017338
0.18799,0.31842,0.27771,0.13561,0.062042,0.018384
0.19357,0.31578,0.27771,0.13532,0.059292,0.018481
0.18916,0.31906,0.27951,0.13499,0.059949,0.017468
0.19497,0.31542,0.27599,0.14039,0.055977,0.017365
0.1992,0.31169,0.27846,0.13016,0.059203,0.021396
0.20064,0.31209,0.26726,0.13958,0.062443,0.018129
0.19175,0.31335,0.28984,0.13061,0.058424,0.01611
0.19492,0.31877,0.27914,0.12983,0.061895,0.015486
0.19525,0.30736,0.28904,0.13499,0.058005,0.015493
0.2119,0.30292,0.26559,0.13666,0.063421,0.019642
0.19768,0.31359,0.27215,0.1348,0.060626,0.021368
0.19233,0.31549,0.27224,0.13919,0.065134,0.015728
0.18955,0.30877,0.27959,0.15217,0.061316,0.0086982
0.19303,0.31626,0.27398,0.13821,0.064272,0.014291
0.18864,0.31882,0.28044,0.13533,0.059489,0.017318
0.19031,0.31862,0.2776,0.13574,0.060687,0.017365
0.20044,0.31389,0.26767,0.1329,0.06431,0.021097
0.19299,0.31384,0.28192,0.1354,0.059181,0.016818
0.199,0.30875,0.27957,0.13485,0.060069,0.018108
0.19231,0.31661,0.27077,0.13882,0.064256,0.017586
0.1927,0.31762,0.27478,0.13447,0.0617,0.01895
0.19955,0.31128,0.27078,0.13597,0.063959,0.01858
0.19662,0.31686,0.26585,0.13359,0.063007,0.024445
0.22195,0.29826,0.25513,0.14011,0.065371,0.019479
0.19555,0.31329,0.27484,0.13928,0.062924,0.014411
0.19492,0.3148,0.27325,0.13584,0.060613,0.020808
0.18938,0.31639,0.28475,0.1406,0.059327,0.009669
0.20543,0.3071,0.26886,0.13705,0.063298,0.01862
0.19395,0.31317,0.26753,0.13576,0.070131,0.01969
0.2002,0.31628,0.27764,0.12537,0.058839,0.021915
0.20347,0.3067,0.27537,0.13616,0.060718,0.017911
0.21725,0.29992,0.26003,0.13901,0.065263,0.018912
0.21782,0.29582,0.26894,0.13814,0.061694,0.018027
0.20162,0.30409,0.27983,0.13697,0.060041,0.017943
0.20198,0.30783,0.27765,0.13436,0.060836,0.017706
0.20373,0.30001,0.27623,0.14058,0.061726,0.018079
0.21096,0.30069,0.2731,0.13649,0.060785,0.0183
0.23437,0.28551,0.25435,0.14358,0.065009,0.017424
0.21504,0.29969,0.26394,0.13835,0.064588,0.018577
0.21769,0.29946,0.2592,0.14006,0.065038,0.018749
0.22164,0.29404,0.26438,0.13896,0.063353,0.017833
0.19818,0.31399,0.27128,0.1375,0.059661,0.019691
0.19877,0.31202,0.27324,0.13673,0.061185,0.018251
0.20855,0.30324,0.27184,0.13576,0.061563,0.01909
0.19708,0.31234,0.27685,0.13587,0.059978,0.017978
0.19957,0.31089,0.27426,0.13656,0.060948,0.017862
0.19658,0.30998,0.27925,0.134,0.061838,0.018421
0.1947,0.31139,0.28726,0.13093,0.05868,0.017083
0.19116,0.31627,0.28315,0.1321,0.058761,0.018621
0.21031,0.30401,0.26627,0.13787,0.062622,0.01893
0.1927,0.31423,0.26522,0.12609,0.077005,0.024897
0.21093,0.29606,0.27019,0.13847,0.064278,0.020392
0.20181,0.30608,0.27641,0.13594,0.061229,0.018829
0.20768,0.3022,0.27624,0.13702,0.059815,0.01733
0.2131,0.3004,0.26105,0.14127,0.065179,0.019214
0.21049,0.30076,0.25881,0.14254,0.066797,0.020828
0.19539,0.31227,0.26272,0.12852,0.072994,0.028355
0.20048,0.30734,0.27864,0.13439,0.060967,0.018404
0.19487,0.31343,0.27727,0.13539,0.060874,0.018337
0.22777,0.28887,0.26001,0.14208,0.062464,0.01914
0.19909,0.31245,0.28315,0.13078,0.05568,0.019174
0.22668,0.28609,0.27264,0.13501,0.062073,0.017838
0.2083,0.30255,0.27585,0.13521,0.060059,0.01834
0.21726,0.29615,0.27007,0.13685,0.06184,0.018153
0.19961,0.30598,0.28079,0.1369,0.059149,0.017659
0.19698,0.31256,0.27753,0.13425,0.059394,0.019371
0.19542,0.31375,0.27883,0.13328,0.059278,0.019492
0.19829,0.31206,0.27621,0.13453,0.059858,0.01919
0.20291,0.30695,0.27701,0.13482,0.060219,0.018234
0.21357,0.29773,0.27394,0.13642,0.060591,0.018184
